dataset_category,dataset_name,dataset_path,dataset_size,num_triples,num_entities,num_predicates,encoding,repetition,success,status,error_message,total_runtime,rdf_parse_time,id_mapping_time,state_preparation_time,circuit_construction_time,simulation_time,measurement_time,qubits,circuit_depth,gate_count,operation_counts,logical_circuit_depth,logical_gate_count,logical_operation_counts,decomposed_circuit_depth,decomposed_gate_count,decomposed_operation_counts,transpiled_circuit_depth,transpiled_gate_count,transpiled_operation_counts,metric_status,metric_error,shots,backend,started_at_utc,finished_at_utc,entity_bit_width,predicate_bit_width,measurement_circuit_preparation_time,decoding_time,completed_total_runtime,phase_marker_mode,phase_requested_predicate,phase_effective_predicate,phase_marked_triples,phase_total_triples,phase_marked_fraction,phase_warning,max_basis_simulation_qubits,max_phase_diagonal_qubits,max_metric_qubits,timeout_seconds,weight_strategy,phase_mark_predicate,phase_angle,decompose_reps,compute_decomposed_metrics,compute_transpiled_metrics,rdf_format
synthetic,synthetic_100,data\scaling\synthetic_100.ttl,100,100,50,5,phase,1,True,success,,0.1150931,0.0054435,0.000261,0.0014972,0.0042266,0.0060479,0.0019256,7,3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",339,380,"{""cx"": 320, ""reset"": 7, ""rz"": 44, ""state_preparation"": 1, ""u"": 8}",479,530,"{""cx"": 392, ""reset"": 7, ""u"": 131}",success,,1024,Qiskit Statevector,2026-05-20T13:40:39+00:00,2026-05-20T13:40:40+00:00,6,3,0.0,2.13e-05,0.1150931,synthetic-default,,http://example.org/p0,20,100,0.2,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_100,data\scaling\synthetic_100.ttl,100,100,50,5,phase,2,True,success,,0.1178342,0.0052855,0.0002654,0.0014337,0.0041699,0.0058376,0.0020924,7,3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",339,380,"{""cx"": 320, ""reset"": 7, ""rz"": 44, ""state_preparation"": 1, ""u"": 8}",479,530,"{""cx"": 392, ""reset"": 7, ""u"": 131}",success,,1024,Qiskit Statevector,2026-05-20T13:40:41+00:00,2026-05-20T13:40:41+00:00,6,3,0.0,2.1e-05,0.1178342,synthetic-default,,http://example.org/p0,20,100,0.2,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_100,data\scaling\synthetic_100.ttl,100,100,50,5,phase,3,True,success,,0.1146607,0.0054515,0.0002446,0.0014408,0.0041586,0.0059708,0.0019053,7,3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",339,380,"{""cx"": 320, ""reset"": 7, ""rz"": 44, ""state_preparation"": 1, ""u"": 8}",479,530,"{""cx"": 392, ""reset"": 7, ""u"": 131}",success,,1024,Qiskit Statevector,2026-05-20T13:40:42+00:00,2026-05-20T13:40:42+00:00,6,3,0.0,2.09e-05,0.1146607,synthetic-default,,http://example.org/p0,20,100,0.2,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_100,data\scaling\synthetic_100.ttl,100,100,50,5,phase,4,True,success,,0.1140974,0.0054035,0.0002492,0.001435,0.004156,0.0060378,0.0019235,7,3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",339,380,"{""cx"": 320, ""reset"": 7, ""rz"": 44, ""state_preparation"": 1, ""u"": 8}",479,530,"{""cx"": 392, ""reset"": 7, ""u"": 131}",success,,1024,Qiskit Statevector,2026-05-20T13:40:43+00:00,2026-05-20T13:40:43+00:00,6,3,0.0,2.03e-05,0.1140974,synthetic-default,,http://example.org/p0,20,100,0.2,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_100,data\scaling\synthetic_100.ttl,100,100,50,5,phase,5,True,success,,0.1151693,0.005087,0.0002439,0.0014602,0.0041464,0.0057416,0.001916,7,3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",3,9,"{""h"": 7, ""initialize"": 1, ""unitary"": 1}",339,380,"{""cx"": 320, ""reset"": 7, ""rz"": 44, ""state_preparation"": 1, ""u"": 8}",479,530,"{""cx"": 392, ""reset"": 7, ""u"": 131}",success,,1024,Qiskit Statevector,2026-05-20T13:40:44+00:00,2026-05-20T13:40:44+00:00,6,3,0.0,2.17e-05,0.1151693,synthetic-default,,http://example.org/p0,20,100,0.2,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,basis,1,True,success,,61.4425242,0.0242477,0.0010799,0.0028794,2.7683252,0.0760713,58.5322898,22,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",,,,,,,metric_limit,Decomposed metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.; Transpiled metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.,1024,Qiskit Statevector,2026-05-20T13:40:45+00:00,2026-05-20T13:41:47+00:00,9,4,0.0,7.45e-05,61.4425242,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,basis,2,True,success,,61.6832215,0.0273967,0.000908,0.002988,2.8865536,0.0806287,58.6441511,22,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",,,,,,,metric_limit,Decomposed metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.; Transpiled metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.,1024,Qiskit Statevector,2026-05-20T13:41:48+00:00,2026-05-20T13:42:49+00:00,9,4,0.0,8.72e-05,61.6832215,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,basis,3,True,success,,58.7177439,0.0274487,0.0008359,0.0036819,3.1244692,0.0717036,55.4520552,22,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",,,,,,,metric_limit,Decomposed metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.; Transpiled metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.,1024,Qiskit Statevector,2026-05-20T13:42:51+00:00,2026-05-20T13:43:49+00:00,9,4,0.0,7.4e-05,58.7177439,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,basis,4,True,success,,57.932061,0.0273104,0.0009757,0.003077,2.8249188,0.0771651,54.9586942,22,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",,,,,,,metric_limit,Decomposed metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.; Transpiled metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.,1024,Qiskit Statevector,2026-05-20T13:43:50+00:00,2026-05-20T13:44:48+00:00,9,4,0.0,7.47e-05,57.932061,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,basis,5,True,success,,60.3318871,0.027232,0.0008028,0.0030682,2.8082721,0.0805143,57.3675329,22,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",,,,,,,metric_limit,Decomposed metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.; Transpiled metrics skipped because the circuit has 22 qubits and --max-metric-qubits is 14.,1024,Qiskit Statevector,2026-05-20T13:44:49+00:00,2026-05-20T13:45:50+00:00,9,4,0.0,7.92e-05,60.3318871,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,amplitude,1,True,success,,0.214265,0.0328852,0.0011447,0.0007276,0.0011446,0.0065006,0.0057633,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",937,958,"{""cx"": 469, ""reset"": 10, ""u"": 479}",success,,1024,Qiskit Statevector,2026-05-20T13:45:51+00:00,2026-05-20T13:45:51+00:00,9,4,0.0,6e-05,0.214265,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,amplitude,2,True,success,,0.2021287,0.025767,0.0008349,0.0007051,0.001028,0.0065023,0.0058623,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",937,958,"{""cx"": 469, ""reset"": 10, ""u"": 479}",success,,1024,Qiskit Statevector,2026-05-20T13:45:52+00:00,2026-05-20T13:45:52+00:00,9,4,0.0,6e-05,0.2021287,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,amplitude,3,True,success,,0.1955941,0.0252342,0.0008012,0.0006755,0.0009982,0.0066261,0.0053677,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",937,958,"{""cx"": 469, ""reset"": 10, ""u"": 479}",success,,1024,Qiskit Statevector,2026-05-20T13:45:53+00:00,2026-05-20T13:45:54+00:00,9,4,0.0,5.94e-05,0.1955941,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,amplitude,4,True,success,,0.2018372,0.0252715,0.0007562,0.0006776,0.0014623,0.0065222,0.0059045,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",937,958,"{""cx"": 469, ""reset"": 10, ""u"": 479}",success,,1024,Qiskit Statevector,2026-05-20T13:45:55+00:00,2026-05-20T13:45:55+00:00,9,4,0.0,6.15e-05,0.2018372,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,amplitude,5,True,success,,0.2146628,0.0256105,0.0007798,0.0007014,0.0009946,0.0065347,0.0060541,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",937,958,"{""cx"": 469, ""reset"": 10, ""u"": 479}",success,,1024,Qiskit Statevector,2026-05-20T13:45:56+00:00,2026-05-20T13:45:56+00:00,9,4,0.0,6.1e-05,0.2146628,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,phase,1,True,success,,81.6481117,0.0258087,0.0007796,0.0137063,6.6710007,6.5176042,0.0124211,10,3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",4333,4553,"{""cx"": 4096, ""reset"": 10, ""rz"": 434, ""state_preparation"": 1, ""u"": 12}",5268,5500,"{""cx"": 4565, ""reset"": 10, ""u"": 925}",success,,1024,Qiskit Statevector,2026-05-20T13:45:57+00:00,2026-05-20T13:47:19+00:00,9,4,0.0,0.0001244,81.6481117,synthetic-default,,http://example.org/p0,100,1000,0.1,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,phase,2,True,success,,85.5581025,0.0289228,0.0008248,0.0142586,6.9313081,7.380649,0.0109239,10,3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",4333,4553,"{""cx"": 4096, ""reset"": 10, ""rz"": 434, ""state_preparation"": 1, ""u"": 12}",5268,5500,"{""cx"": 4565, ""reset"": 10, ""u"": 925}",success,,1024,Qiskit Statevector,2026-05-20T13:47:20+00:00,2026-05-20T13:48:45+00:00,9,4,0.0,8.86e-05,85.5581025,synthetic-default,,http://example.org/p0,100,1000,0.1,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,phase,3,True,success,,84.0899069,0.0263351,0.0008684,0.0134516,7.2089187,6.7935872,0.0107318,10,3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",4333,4553,"{""cx"": 4096, ""reset"": 10, ""rz"": 434, ""state_preparation"": 1, ""u"": 12}",5268,5500,"{""cx"": 4565, ""reset"": 10, ""u"": 925}",success,,1024,Qiskit Statevector,2026-05-20T13:48:47+00:00,2026-05-20T13:50:11+00:00,9,4,0.0,8.14e-05,84.0899069,synthetic-default,,http://example.org/p0,100,1000,0.1,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,phase,4,True,success,,82.3374955,0.0261481,0.0008163,0.0150786,6.3585563,6.6474007,0.0111757,10,3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",4333,4553,"{""cx"": 4096, ""reset"": 10, ""rz"": 434, ""state_preparation"": 1, ""u"": 12}",5268,5500,"{""cx"": 4565, ""reset"": 10, ""u"": 925}",success,,1024,Qiskit Statevector,2026-05-20T13:50:12+00:00,2026-05-20T13:51:34+00:00,9,4,0.0,8.53e-05,82.3374955,synthetic-default,,http://example.org/p0,100,1000,0.1,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,phase,5,True,success,,81.4321213,0.0316796,0.0009205,0.0144318,6.3240591,6.6516337,0.0107069,10,3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",3,12,"{""h"": 10, ""initialize"": 1, ""unitary"": 1}",4333,4553,"{""cx"": 4096, ""reset"": 10, ""rz"": 434, ""state_preparation"": 1, ""u"": 12}",5268,5500,"{""cx"": 4565, ""reset"": 10, ""u"": 925}",success,,1024,Qiskit Statevector,2026-05-20T13:51:35+00:00,2026-05-20T13:52:57+00:00,9,4,0.0,8.36e-05,81.4321213,synthetic-default,,http://example.org/p0,100,1000,0.1,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_5000,data\scaling\synthetic_5000.ttl,5000,,,,basis,1,False,error,Worker exited with code 3221226505 without returning a result.,335.7551298,,,,,,,,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T14:01:41+00:00,2026-05-20T14:01:41+00:00,,,,,,,,,,,,,28,13,28,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_5000,data\scaling\synthetic_5000.ttl,5000,5000,2500,15,amplitude,1,True,success,,2.1877427,0.1475224,0.0037845,0.0069455,0.006754,0.0562808,0.0708729,13,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,14,"{""reset"": 13, ""state_preparation"": 1}",6748,6778,"{""cx"": 3376, ""reset"": 13, ""u"": 3389}",success,,1024,Qiskit Statevector,2026-05-20T14:01:59+00:00,2026-05-20T14:02:01+00:00,12,4,0.0,9.27e-05,2.1877427,,,,,,,,28,13,28,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_5000,data\scaling\synthetic_5000.ttl,5000,,,,phase,1,False,timeout,Run exceeded timeout of 600.0 seconds and was terminated.,600.0013848,,,,,,,,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T14:12:02+00:00,2026-05-20T14:12:02+00:00,,,,,,,,,,,,,28,13,28,600.0,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_100,data\scaling\synthetic_100.ttl,100,100,50,5,basis,1,True,success,,5.5154018,0.0335772,0.0004132,0.0005971,0.0240527,0.0017029,0.2624067,15,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,16,"{""reset"": 15, ""state_preparation"": 1}",65506,65534,"{""cx"": 32752, ""reset"": 15, ""u"": 32767}",success,,2048,Qiskit Statevector,2026-05-21T16:54:36+00:00,2026-05-21T16:54:41+00:00,6,3,0.0,1.46e-05,5.5154018,,,,,,,,22,10,22,,uniform,,3.141592653589793,1,True,True,
synthetic,synthetic_1000,data\scaling\synthetic_1000.ttl,1000,1000,500,10,basis,1,True,success,,801.3625763,0.0463076,0.0009332,0.003058,2.8116208,0.0786726,61.2950444,22,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,23,"{""reset"": 22, ""state_preparation"": 1}",8388564,8388606,"{""cx"": 4194281, ""reset"": 22, ""u"": 4194303}",success,,2048,Qiskit Statevector,2026-05-21T16:54:41+00:00,2026-05-21T17:08:03+00:00,9,4,0.0,0.0001202,801.3625763,,,,,,,,22,10,22,,uniform,,3.141592653589793,1,True,True,
